// Item Trade Restrictions Database
// Defines special trade rules for individual items.
//
// Structure of Database:
// Item ID, TradeMask,Group Level Override
//
// Legend for 'TradeMask' field (bitmask):
// 1   - item can't be dropped
// 2   - item can't be traded (nor vended)
// 4   - wedded partner can override restriction 2
// 8   - item can't be sold to npcs
// 16  - item can't be placed in the cart
// 32  - item can't be placed in the storage
// 64  - item can't be placed in the guild storage
// 128 - item can't be attached to mail
// 256 - item can't be auctioned
//
// Example:
// 1161,67,50
//	Balmung cannot be dropped, traded, or placed in Guild Storage (1+2+64).
//	Only groups of group-level 50 and up can override this setting.

// Wedding Related items
673,493,100	// Copper_Coin
12714,467,100	// Easter Scroll
12900,457,100	// Battle_Manual_Box1
12901,457,100	// Insurance Package
12902,457,100	// Bubble Gum Box
12903,457,100	// Steamed Tongue Box
12904,457,100	// Steamed Scorpion Box
12905,457,100	// Dragon Breath Cocktail Box
12906,457,100	// Hwergelmir's Tonic Box
12907,457,100	// Nine Tail Dish Box
12908,457,100	// Stew Of Immortality Box
12909,457,100	// Kafra Card Box
12910,457,100	// Giant Fly Wing Box
12911,457,100	// Neuralizer_Box
12912,457,100	// Convex Mirror Box
12913,457,100	// Blessing 10 Scroll Box
12914,457,100	// Increase AGI 10 scroll Box
12915,457,100	// Aspersio 5 Scroll Box
12916,457,100	// Assumptio 5 Scroll Box
12917,457,100	// Wind Walk 10 Scroll Box
12918,457,100	// Adrenaline 5 Scroll Box
12919,457,100	// Megaphone Box
12920,457,100	// Enriched Elunium Box
12921,457,100	// Enriched Oridecon Box
12922,457,100	// Token of Siegfried Box
12923,457,100	// December Lucky Box
12924,457,100	// Pet Egg Box 2
12925,475,100	// Kafra Item Mall Prize Package
12926,475,100	// December Lucky Box
12928,475,100	// Sacred Scroll
12929,457,100	// Pet Egg Box 3
12930,457,100	// Pet Egg Box 4
12931,457,100	// Pet Egg Box 5
12932,475,100	// Episode 13.2 Key Package
12933,475,100	// Summer Hat Pack
12934,475,100	// Pet Egg Scroll5
12935,473,100	// Infiltrator Box
12936,473,100	// Muramasa Box
12937,473,100	// Excalibur Box
12938,473,100	// Combat Knife Box
12939,473,100	// Dagger of Counter Box
12940,473,100	// Kaiser Knuckle Box
12941,473,100	// Poll Axe Box
12942,473,100	// Mighty Staff Box
12943,473,100	// Light Epsilon Box
12944,473,100	// Ballista Box
12945,473,100	// Sage's Diary Box
12946,473,100	// Asura Box
12947,473,100	// Apple of Archer Box
12948,473,100	// Bunny Band Box
12949,473,100	// Sakkat Box
12950,473,100	// Grand Circlet Box
12951,473,100	// Elven Ears Box
12952,473,100	// Steel Flower Box
12953,473,100	// Critical Ring Box
12954,473,100	// Earring Box
12955,473,100	// Ring Box
12956,473,100	// Necklace Box
12957,473,100	// Glove Box
12958,473,100	// Brooch Box
12959,473,100	// Rosary Box
12960,473,100	// Safety Ring Box
12961,473,100	// Vesper Core 01 Box
12962,473,100	// Vesper Core 02 Box
12963,473,100	// Vesper Core 03 Box
12964,473,100	// Vesper Core 04 Box
12983,457,100	// Pet Egg Scroll Box 6
12984,457,100	// Pet Egg Scroll Box 7
12985,457,100	// Pet Egg Scroll Box 8
12986,457,100	// Adventurer Pack Box
12987,457,100	// Pet Egg Scroll Box 10
12988,457,100	// Pet Egg Scroll Box 11
12989,475,100	// Pet Egg Scroll 6
12990,475,100	// Pet Egg Scroll 7
12991,475,100	// Party Hard Pack
12992,475,100	// Adventurer Pack
12993,475,100	// Pet Egg Scroll 10
12994,475,100	// Pet Egg Scroll 11
13021,507,100	// Combat_Knife_C
13022,507,100	// Counter_Dagger_C
13023,507,100	// Asura_C
13048,507,100	// Damascus_C
13175,507,100	// Lever_Action_Rifle_C
13309,507,100	// Huuma_Giant_Wheel_C
13401,507,100	// Excalibur_C
13419,507,100	// Holy_Saber
13422,507,100	// Flamberge_C
13525,73,100	// Zeny Pet Egg Scroll Box
13547,73,100	// Repair Weapon Scroll Box
13553,73,100	// Dungeon Teleport Scroll 5 Box
13689,475,100	// Bok Choy Box
13690,475,100	// Green Maiden Cake Box
13696,457,100	// Field Manual 100% Box
13704,73,100	// Super Pet Egg 5
13705,73,100	// Super Pet Egg 6
13706,73,100	// Super Pet Egg 7
13707,73,100	// Super Pet Egg 8
13710,73,100	// Gym Pass Box
13711,73,100	// Small Life Potion 10 Box
13712,73,100	// Small Life Potion 30 Box
13713,73,100	// Small Life Potion 50 Box
13714,73,100	// Medium Life Potion 10 Box
13715,73,100	// Medium Life Potion 30 Box
13716,73,100	// Medium Life Potion 50 Box
13717,73,100	// Abrasive 5 Box
13718,73,100	// Abrasive 10 Box
13719,73,100	// Regeneration Potion 5 Box
13720,73,100	// Regeneration 10 Box
13721,73,100	// Dungeon Teleport Scroll 10 Box
13738,73,100	// Glass of Illusion 5 Box
13739,73,100	// Glass of Illusion 10 Box
13740,73,100	// Shadow Armor Scroll 5 Box
13741,73,100	// Shadow Armor Scroll 10 Box
13742,73,100	// Shadow Armor Scroll 30 Box
13743,73,100	// Holy Armor Scroll 5 Box
13744,73,100	// Holy Armor Scroll 10 Box
13745,73,100	// Holy Armor Scroll 30 Box
13746,73,100	// Small Defense Potion 10 Box
13747,73,100	// Small Defense Potion 30 Box
13748,73,100	// Small Defense Potion 50 Box
13749,73,100	// Big Defense Potion 10 Box
13750,73,100	// Big Defense Potion 30 Box
13751,73,100	// Big Defense Potion 50 Box
13752,73,100	// Small Magic Defense Potion 10 Box
13753,73,100	// Small Magic Defense Potion 30 Box
13754,73,100	// Small Magic Defense Potion 50 Box
13755,73,100	// Big Magic Defense Potion 10 Box
13756,73,100	// Big Magic Defense Potion 30 Box
13757,73,100	// Big Magic Defense Potion 50 Box
13765,507,100	// Certificate Box
13815,73,100	// Knife Goblin Taming Box
13816,73,100	// Flail Goblin Taming Box
13817,73,100	// Hammer Goblin Taming Box
13818,73,100	// Red Deleter Taming Box
13819,73,100	// Diabolic Taming Box
13820,73,100	// Wanderer Taming Box
13821,73,100	// Green Apple Box
13822,73,100	// Barbeque Box
13823,73,100	// Meat Skewer Box
13824,73,100	// Spirit Liquor Box
13859,499,100	// Directive Envelope A
13860,499,100	// Directive Envelope B
13863,475,100	// Repair Weapon Scroll 10 Box
13866,475,100	// Flying Angel Box
13867,475,100	// Neko Mimi Box
13868,475,100	// Moonlight Flower Hat Box
13869,475,100	// Baby Chick Hat Box
13870,475,100	// Beauty Gift Certificate Box
13871,475,100	// Mage Card Box
13872,475,100	// Acolyte Card Box
13873,475,100	// Archer Card Box
13874,475,100	// Swordman Card Box
13875,475,100	// Thief Card Box
13876,475,100	// Merchant Card Box
13877,475,100	// Clock Tower Card Box
13878,475,100	// Geffenia Card Box
13879,475,100	// Owl Card Box
13880,475,100	// Ghost Card Box
13881,475,100	// Nightmare Card Box
13882,475,100	// Curse Card Box
13883,475,100	// Sleep Card Box
13884,475,100	// Freeze Card Box
13885,475,100	// Stun Card Box
13886,475,100	// Silence Card Box
13887,475,100	// Blind Card Box
13888,475,100	// Chaos Card Box
13889,475,100	// Elunium Box
13890,475,100	// Oridecon Box
13891,475,100	// Fire Converter Box
13892,475,100	// Water Converter Box
13893,475,100	// Wind Converter Box
13894,475,100	// Earth Converter Box
13895,475,100	// Starter Pack
13896,73,100	// Mimic Summoning 5 Box
13897,73,100	// Disguise Summoning 5 Box
13898,73,100	// Alice Summoning 5 Box
13899,73,100	// Mimic Summoning 10 Box
13900,73,100	// Disguise Summoning 10 Box
13901,73,100	// Alice Summoning 10 Box
13902,475,100	// Fish Head Hat Box
13903,475,100	// Santa Poring Box
13904,475,100	// Bell Ribbon Box
13905,475,100	// XM Hardcore Set Box
13906,475,100	// XM Kitty Set Box
13907,475,100	// XM Softcore Set Box
13908,475,100	// XM Deviruchi Set Box
13909,475,100	// MVP Hunting Box
13910,475,100	// XM Brewing Set
13911,475,100	// Christmas Pet Scroll
13912,73,100	// Party Blessing 10 Scroll Box
13913,73,100	// Party Increase Agi 10 Scroll Box
13914,73,100	// Party Assumptio 5 Scroll Box
13915,475,100	// Love Angel Magic Powder Box
13916,475,100	// Squirrel Magic Powder Box
13917,475,100	// Gogo Magic Powder Box
13926,475,100	// Crusader Card Box
13927,475,100	// Alchemist Card Box
13928,475,100	// Rogue Card Box
13929,475,100	// Bard Dancer Card Box
13930,475,100	// Sage card box
13931,475,100	// Monk Card Box
13932,475,100	// Sylph Box
13933,475,100	// Undine Box
13934,475,100	// Salamander Box
13935,475,100	// Soul Box
13936,475,100	// Gnome Box
13937,475,100	// Robo Eye Box
13938,475,100	// Maiden's Twin Ribbon Box
13940,475,100	// WoE Teleport Scroll 100 Box
13941,475,100	// Taiwan Valentine Scroll
13942,475,100	// Love Angel Magic Powder Box 30 Days
13943,475,100	// Squirrel Magic Powder Box 30 Days
13944,475,100	// Gogo Magic Powder Box 30 Days
13945,475,100	// Brazil Swordsman Package
13946,475,100	// Brazil Magician Package
13947,475,100	// Brazil Acolyte Package
13948,475,100	// Brazil Archer package
13949,475,100	// Brazil Merchant Package
13950,475,100	// Brazil Thief Package
13951,475,100	// Western Outlaw Box
13952,475,100	// Lever Action Rifle Box
13953,475,100	// All In One Ring Box
13954,475,100	// Spiritual Tunic Box
13955,475,100	// Recuvative Armor Box
13956,475,100	// Shell Of Resistance Box
13957,475,100	// Silf Manteau Box
13958,475,100	// Refresh Shoes Box
13959,475,100	// Crunch Toast Box
13960,475,100	// Identification Box
13961,475,100	// Mochi Box
13962,475,100	// Defolty Doll Hat Box
13963,475,100	// Glaris Doll Hat Box
13964,475,100	// Sorin Doll Hat Box
13965,475,100	// Tailring Doll Hat Box
13966,475,100	// Vinit Doll Hat Box
13967,475,100	// W Doll Hat Box
13970,475,100	// Iron Box
13971,475,100	// Steel Box
13972,475,100	// Coal Box
13973,475,100	// Poison Bottle Box
13974,475,100	// Fisherman Scroll
13975,475,100	// Diary Magic Powder Box
13976,475,100	// Mini Heart Magic Powder Box
13977,475,100	// Freshman Magic Powder Box
13978,475,100	// Kid Magic Powder Box
13979,475,100	// Magic Magic Powder Box
13980,475,100	// JJangu Magic Powder Box
13981,475,100	// Diary Magic Powder Box 30 Days
13982,475,100	// Mini Heart Magic Powder Box 30 Days
13983,475,100	// Freshman Magic Powder Box 30 Days
13984,475,100	// Kid Magic Powder Box 30 Days
13985,475,100	// Magic Magic Powder Box 30 Days
13986,475,100	// JJangu Magic Powder Box 30 Days
13987,475,100	// Rough Oridecon 5 Box
13988,475,100	// Rough Oridecon 50 Box
13989,475,100	// Acid Bomb 10 Box
13990,475,100	// Job_Manual_Box
13991,475,100	// Tiger Mask Box
13992,475,100	// Pussy Cat Bell Box
13993,475,100	// Alice Hat Box
13994,475,100	// Speed Potion 5 Box
13995,475,100	// Speed Potion 10 Box
13996,475,100	// Big Bun 100 Box
13997,475,100	// Big Bun 500 Box
13998,475,100	// Giant Fly Wing 500 Box
13999,475,100	// Pill 100 Box
14000,475,100	// Pill 500 Box
14001,457,100	// Basic_Siege_Supply_Box
14002,457,100	// Adv_Siege_Supply_Box
14003,457,100	// Elite_Siege_Supply_Box
14004,475,100	// Poison Bottle 10 Box
14005,475,100	// Poison Bottle 5 Box
14006,475,100	// Evolved Drooping Cat Box
14007,475,100	// Evolved Rabbits Headband Box
14008,475,100	// Evolved Helmet Of Orc Hero Box
14009,475,100	// Love Angel Magic Powder Box
14010,475,100	// Squillroll Magic Powder Box
14011,475,100	// Gogo Magic Powder Box
14012,475,100	// Love Angel Magic Powder Box 30 Days
14013,475,100	// Squillroll Magic Powder Box 30 Days
14014,475,100	// Gogo Magic Powder Box 30 Days
14015,475,100	// Western Outlaw Box
14016,475,100	// Lever Action Rifle Box
14017,475,100	// All In One Ring Box
14018,475,100	// Spiritual Tunic Box
14019,475,100	// Recuvative Armor Box
14020,475,100	// Shell Of Resistance Box
14021,475,100	// Silf Manteau Box
14022,475,100	// Refresh Shoes Box
14023,475,100	// Crunch Toast Box
14024,475,100	// Robo Eye Box
14025,475,100	// Maiden's Twin Ribbon Box
14027,475,100	// Fish Head Hat Box
14028,475,100	// SantaPoring Cap Box
14029,475,100	// Bell Ribbon Box
14030,475,100	// Mimic Summoning 5 Box
14031,475,100	// Disguise Summoning 5 Box
14032,475,100	// Alice Summoning 5 Box
14033,475,100	// Mimic Summoning 10 Box
14034,475,100	// Disguise Summoning 10 Box
14035,475,100	// Alice Summoning 10 Box)
14036,475,100	// New Style Box
14037,475,100	// Repair Weapon Scroll Box
14038,475,100	// Repair Weapon Scroll 10 Box
14041,475,100	// Yellow Butterfly Wing 5 Box
14042,475,100	// Yellow Butterfly Wing Box
14043,475,100	// Green Butterfly Wing 5 Box
14044,475,100	// Green Butterfly Wing Box
14045,475,100	// Red Butterfly Wing 5 Box
14046,475,100	// Red Butterfly Wing Box
14047,475,100	// Blue Butterfly Wing 5 Box
14048,475,100	// Blue Butterfly Wing Box
14049,475,100	// Candy 5 Box
14050,475,100	// Candy 10 Box
14051,475,100	// Dungeon Teleport Scroll II 5 Box
14052,475,100	// Dungeon Teleport Scroll II 10 Box
14053,475,100	// Little Angel Doll Box
14054,475,100	// Poring 3 Hats Box
14055,475,100	// Refined Nagan Box
14056,475,100	// Refined Brocca Box
14057,475,100	// Refined Survivor's Rod Box
14058,475,100	// Refined Quadrille Box
14059,475,100	// Refined Great Axe Box
14060,475,100	// Refined Bloody Roar Box
14061,475,100	// Refined Hardcover Book Box
14062,475,100	// Refined Fireblend Box
14063,475,100	// Refined Immaterial Sword Box
14064,475,100	// Refined Unholy Touch Box
14065,475,100	// Refined Survivor's Manteau Box
14066,475,100	// Refined Masquerade Box
14067,475,100	// Refined Helmet of Orc Hero Box
14068,475,100	// Refined Wing of Diablo Box
14069,475,100	// Refined Dark Blinder Box
14070,475,100	// Refined Drooping Cat Box
14071,475,100	// Refined Corsair Box
14072,475,100	// Refined Bloodied Shackle Ball Box
14073,475,100	// Refined Spiritual Ring Box
14074,475,100	// Wine Glass of Illusion 5 Box
14075,475,100	// Glass Of Illusion 10 Box
14076,475,100	// Scroll of Shadow Armor 5 Box
14077,475,100	// Scroll of Shadow Armor 10 Box
14078,475,100	// Scroll of Shadow Armor 30 Box
14079,475,100	// Scroll of Holy Armor 5 Box
14080,475,100	// Scroll of Holy Armor 10 Box
14081,475,100	// Scroll of Holy Armor 30 Box
14082,475,100	// Small Defense Potion 10 Box
14083,475,100	// Small Physical Defense Potion 30 Box
14084,475,100	// Small Physical Defense Potion 50 Box
14085,475,100	// Big Defense Potion 10 Box
14086,475,100	// Large Physical Defense Potion 30 Box
14087,475,100	// Large Physical Defense Potion 50 Box
14088,475,100	// Small Magic Defense Potion 10 Box
14089,475,100	// Small Magical Defense Potion 30 Box
14090,475,100	// Small Magical Defense Potion 50 Box
14091,475,100	// Big Magic Defense Potion 10 Box
14092,475,100	// Large Magical Defense Potion 30 Box
14093,475,100	// Large Magical Defense Potion 50 Box
14094,475,100	// Flying Angel Box
14095,475,100	// Neko Mimi Box
14096,475,100	// Moonlight Flower Hat Box
14097,475,100	// Baby Chick Hat Box
14098,475,100	// Peco Peco Hairband Box
14099,475,100	// Red Glasses Box
14100,475,100	// Whisper Mask Box
14101,475,100	// Ramen Hat Box
14102,475,100	// Dungeon Teleport Scroll 5 Box
14103,475,100	// Gym Membership Card Box
14104,475,100	// Small Life Potion 10 Box
14105,475,100	// Small Life Potion 30 Box
14106,475,100	// Small Life Potion 50 Box
14107,475,100	// Medium Life Potion 10 Box
14108,475,100	// Large Life Potion 30 Box
14109,475,100	// Large Life Potion 50 Box
14110,475,100	// Abrasive 5 Box
14111,475,100	// Abrasive 10 Box
14112,475,100	// Regeneration Potion 5 Box
14113,475,100	// Regeneration Potion 10 Box
14114,475,100	// Dungeon Teleport Scroll 10 Box
14115,475,100	// Refined Infiltrator Box
14116,475,100	// Refined Muramasa Box
14117,475,100	// Refined Excalibur Box
14118,475,100	// Combat Knife Box
14119,475,100	// Counter Dagger Box
14120,475,100	// Refined Kaiser Knuckle Box
14121,475,100	// Refined Mighty Staff Box
14122,475,100	// Light Epsilon Box
14123,475,100	// Refined Ballista Box
14124,475,100	// Sage's Diary Box
14125,475,100	// Asura Box
14126,475,100	// Apple of Archer Box
14127,475,100	// Bunny Band Box
14128,475,100	// Refined Sakkat Box
14129,475,100	// Refined Grand Circlet Box
14130,475,100	// Elven Ears Box
14131,475,100	// Steel Flower Box
14132,475,100	// Critical Ring Box
14133,475,100	// Earring Box
14134,475,100	// Ring Box
14135,475,100	// Necklace Box
14136,475,100	// Glove Box
14137,475,100	// Brooch Box
14138,475,100	// Rosary Box
14139,475,100	// Safety Ring Box
14140,475,100	// Refined Vesper Core 01 Box
14141,475,100	// Refined Vesper Core 02 Box
14142,475,100	// Refined Vesper Core 03 Box
14143,475,100	// Refined Vesper Core 04 Box
14144,475,100	// Vigorgra Box1
14145,475,100	// Vigorgra Box2
14146,475,100	// Vigorgra Box3
14147,475,100	// Vigorgra Box4
14148,475,100	// Vigorgra Box5
14149,475,100	// Vigorgra Box6
14150,475,100	// Vigorgra Box7
14151,475,100	// Vigorgra Box8
14152,475,100	// Start your Journey Pack
14153,475,100	// Siege Mode Pack
14154,475,100	// 1 Hour Survival Pack
14155,475,100	// Weekend Hunting Pack
14156,475,100	// Battle Manual Box
14157,475,100	// Insurance Package
14158,475,100	// Bubble Gum Box
14159,475,100	// Steamed Tongue Box
14160,475,100	// Steamed Scorpion Box
14161,475,100	// Dragon Breath Cocktail Box
14162,475,100	// Hwergelmir's Tonic Box
14163,475,100	// Nine Tail Dish Box
14164,475,100	// Stew Of Immortality Box
14165,475,100	// Kafra Card Box
14166,475,100	// Giant Fly Wing Box
14167,475,100	// Neuralizer Box
14168,475,100	// Convex Mirror Box
14169,475,100	// Blessing 10 Scroll Box
14170,475,100	// Increase AGI 10 scroll Box
14171,475,100	// Aspersio 5 Scroll Box
14172,475,100	// Assumptio 5 Scroll Box
14173,475,100	// Wind Walk 10 Scroll Box
14174,475,100	// Adrenaline 5 Scroll Box
14175,475,100	// Megaphone 10 Box
14176,475,100	// Enriched Elunium Box
14177,475,100	// Enriched Oridecon Box
14178,475,100	// Token of Siegfried Box
14179,475,100	// Giant Fly Wing 50 Box
14180,475,100	// Giant Fly Wing 100 Box
14181,475,100	// Hwergelmir's Tonic 30 Box
14182,475,100	// Hwergelmir's Tonic 50 Box
14183,475,100	// Nine Tail Dish 30 Box
14184,475,100	// Nine Tail Dish 50 Box
14185,475,100	// Increase Agility Scroll 30 Box
14186,475,100	// Increase Agility Scroll 50 Box
14187,475,100	// Stew of Immortality 30 Box
14188,475,100	// Stew of Immortality 50 Box
14189,475,100	// Life Insurrance 30 Box
14190,475,100	// Life Insurrance 50 Box
14191,475,100	// Convex Mirror 5 Box
14192,475,100	// Convex Mirror 30 Box
14193,475,100	// Blessing Scroll 30 Box
14194,475,100	// Lv10 Blessing Scroll Box 50
14195,475,100	// Adrenaline Rush Scroll 30 Box
14196,475,100	// Adrenaline Rush Scroll 50 Box
14197,475,100	// Assumptio Scroll 30 Box
14198,475,100	// Lv5 Assumptio Scroll Box 50
14199,475,100	// Aspersio Scroll 30 Box
14200,475,100	// Aspersio Scroll 50 Box
14201,475,100	// Steamed Scorpion 30 Box
14202,475,100	// Steamed Scorpion 50 Box
14203,475,100	// Wind Walk Scroll 30 Box
14204,475,100	// Wind Walk Scroll 50 Box
14205,475,100	// Dragon Breath Cocktail 30 Box
14206,475,100	// Dragon Breath Cocktail 50 Box
14207,475,100	// Field Manual Box
14208,475,100	// Battle Manual 5 Box
14209,475,100	// Token of Siegfried 5 Box
14210,475,100	// Token of Siegfried 20 Box
14211,475,100	// Kafra Card 30 Box
14212,475,100	// Kafra Card 50 Box
14213,475,100	// Steamed Tongue 30 Box
14214,475,100	// Steamed Tongue 50 Box
14215,475,100	// Bubble Gum Box
14216,475,100	// Bubble Gum 5 Box
14217,475,100	// Megaphone Box
14218,475,100	// Megaphone 5 Box
14219,475,100	// Enriched Elunium 5 Box
14220,475,100	// Enriched Oridecon 5 Box
14221,475,100	// Mystical Amplification Scroll 10 Box
14222,475,100	// Mystical Amplification Scroll 30 Box
14223,475,100	// Mystical Amplification Scroll 50 Box
14224,475,100	// Quagmire Scroll 10 Box
14225,475,100	// Quagmire Scroll 30 Box
14226,475,100	// Quagmire Scroll 50 Box
14227,475,100	// Healing Staff Box
14234,73,100	// Dead Branch 25 Box
14242,73,100	// Beholder_Ring_Box
14243,73,100	// Hallow Ring Box
14244,73,100	// Clamorous Ring Box
14245,73,100	// Chemical Ring Box
14246,73,100	// Insecticide Ring Box
14247,73,100	// Fisher Ring Box
14248,73,100	// Decussate Ring Box
14249,73,100	// Bloody Ring Box
14250,73,100	// Satanic Ring Box
14251,73,100	// Dragon Ring Box
14252,73,100	// Beholder Ring Box II
14253,73,100	// Hallow Ring Box II
14254,73,100	// Clamorous Ring Box II
14255,73,100	// Chemical Ring Box II
14256,73,100	// Insecticide Ring Box II
14257,73,100	// Fisher Ring Box II
14258,73,100	// Decussate Ring Box II
14259,73,100	// Bloody Ring Box II
14260,73,100	// Satanic Ring Box II
14261,73,100	// Dragon Ring Box II
14289,475,100	// New Clothing Dye Coupon Box
14290,475,100	// Original Clothing Dye Coupon Box
14296,73,100	// Angel Scroll
14297,73,100	// Devil Scroll
14300,73,100	// Mask Of Ifrit Box
14301,73,100	// Ears Of Ifrit Box
14304,73,100	// Scuba Mask Box
14314,475,100	// Phreeoni Scroll Box
14315,475,100	// Ghostring Scroll Box
14316,73,100	// July7 Scroll
14317,457,100	// Bacsojin Scroll
14343,475,100	// Spiked Scarf Box
14344,475,100	// Rainbow Scarf Box
14345,457,100	// Animal Scroll
14349,73,100	// Mental Potion 20 Box
14350,73,100	// Mental Potion 50 Box
14351,73,100	// Tyr's Blessing 20 Box
14352,73,100	// Tyr's Blessing 50 Box
14363,73,100	// Heart Scroll
14375,457,100	// Celestial Axe Box
14376,475,100	// Angeling Potion Box
14377,457,100	// Scream Megaphone Box
14380,457,100	// Anubis Hat Box
14393,73,100	// Universal Amulet Box
14408,73,100	// New Year Scroll
14440,457,100	// Dice Hat Box
14441,457,100	// King Tiger Doll Hat Box
14447,457,100	// Pirate's Pride Box
14448,457,100	// Necromancer's Hood Box
14459,475,100	// Magic Rabbit Hat Box
14460,475,100	// RO 5th Wedding Anniversary Box
14461,475,100	// Ashura Fairy Hat Box
14469,457,100	// Ox Tail Egg
14508,73,100	// Zeny Pet Egg Scroll
14521,475,100	// Repair Weapon Scroll
14527,475,100	// Dungeon Teleport Scroll
14533,475,100	// Field Manual 100%
14534,475,100	// Small Life Potion
14535,475,100	// Medium Life Potion
14536,475,100	// Abrasive
14537,475,100	// Regeneration Potion
14538,475,100	// Glass of Illusion
14539,475,100	// Shadow Armor Scroll
14540,475,100	// Holy Armor Scroll
14541,475,100	// Small Defense Potion
14542,475,100	// Big Defense Potion
14543,475,100	// Small Magic Defense Potion
14544,475,100	// Big Magic Defense Potion
14569,475,100	// Knife Goblin Ring
14570,475,100	// Flail Goblin Ring
14571,475,100	// Hammer Goblin Ring
14572,475,100	// Holy Marble
14573,475,100	// Red Burning Stone
14574,475,100	// Vagabond's Skull
14586,73,100	// Spark_Candy
14587,475,100	// Equipment Repair Spell Book
14588,75,100	// Party Blessing 10 Scroll
14589,75,100	// Party Increase Agi 10 Scroll
14590,75,100	// Party Assumptio 5 Scroll
14591,475,100	// WoE Teleport Scroll
14592,475,100	// JOB Battle Manual
14593,475,100	// Mystical Amplification Scroll
14594,475,100	// Quagmire Scroll
14597,475,100	// Phreeoni Scroll
14598,475,100	// Ghostring Scroll
14599,475,100	// Greed Scroll
14600,73,100	// Mental Potion
14601,73,100	// Tyr's Blessing
14602,475,100	// Tao Gunka Scroll
14603,475,100	// Mistress Scroll
14604,475,100	// Orc Hero Scroll
14605,475,100	// Orc Lord Scroll
14606,475,100	// JOB Battle Manual
14608,73,100	// Manchu-Han Imperial Feast
15015,461,100	// Upg_Adv_Suit
15016,461,100	// Upg_Coat
15017,461,100	// Upg_Saint_Robe
15018,460,100	// Upg_Tights
15019,461,100	// Upg_Thief_Cloth
15020,461,100	// Upg_Mail
15021,461,100	// Upg_Formal_Dress
16002,507,100	// Stunner_C
16019,461,100	// Upg_Mace
16134,475,100	// Frog King Hat Box
16135,457,100	// Satanic Bone Helm Box
16247,475,100	// Dragon Arhat Mask Box
16248,475,100	// Tiger Arhat Mask Box
16257,73,100	// Buddah Scroll
16258,457,100	// HD Bradium 5 Box
16259,457,100	// HD Carnium 5 Box
16260,457,100	// HD Bradium 10 Box
16261,457,100	// HD Carnium 10 Box
16304,475,100	// Evil Incarnation
16371,73,100	// Tw Aug Scroll
16393,457,100	// HD Oridecon 5 Box
16394,457,100	// HD Oridecon 10 Box
16395,457,100	// HD Elunium 5 Box
16396,457,100	// HD Elunium 10 Box
16461,73,100	// Red Wing Hat Box
16555,73,100	// Pr Reset Stone Box

// Misc. Items
1313,499,100	// Tourist_Axe
1386,507,100	// Doom_Slayer_I
1388,507,100	// Two_Handed_Axe_C
1428,475,100	// Long_Horn_M
1429,475,100	// Hunting_Spear_M
1579,475,100	// Death_Note_M
1644,475,100	// Piercing_Staff_M
1645,475,100	// Lich_Bone_Wand_M
1928,507,100	// Berserk_Guitar_I
2003,475,100	// Destruction_Rod_M
2398,475,100	// Sniping_Suit_M
2449,475,100	// Variant_Shoes_M
2551,475,100	// Rider_Insignia_M
2552,475,100	// Mithril_Magic_Cape_M
2777,65,100	// Shaman_Ring
2778,65,100	// Shaman_Earing
2779,65,100	// Dark_Knight_Belt
2780,65,100	// Dark_Knight_Glove
2781,65,100	// Aumdura's_Grace
2782,475,100	// Ring_Of_Wise_King
2785,475,100	// Orleans_Glove_M
5100,73,100	// Sales_Signboard
5103,73,100	// Sunflower_Hairpin
5133,73,100	// Sheep_Hat
5206,73,100	// Romantic_White_Flower
5215,73,100	// Angelic_Chain_
5216,73,100	// Satanic_Chain_
5217,73,100	// Magestic_Goat_TW
5218,73,100	// Bunny_Band_
5219,73,100	// Drooping_Kitty_
5220,73,100	// Smoking_Pipe_
5221,73,100	// Pair_Of_Red_Ribbon_
5222,73,100	// Fish_On_Head_
5223,73,100	// Big_Golden_Bell_
5224,73,100	// Orc_Hero_Helm_TW
5243,73,100	// Chullos
5256,73,100	// Valkyrie_Feather_Band
5257,73,100	// Soulless_Wing
5278,73,100	// Yellow_Ribbon
5284,73,100	// Water_Lily_Crown
5285,73,100	// Vane_Hairpin
5287,73,100	// Vacation_Hat
5289,73,100	// Vanilmirth_Hat
5291,73,100	// Kettle_Hat
5292,73,100	// Dragon_Skull
5300,73,100	// Bullock_Helm
5304,73,100	// Cap_Of_Blindness
5318,467,100	// Poring_Party_Hat
5333,457,100	// Radio_Antenna
5336,73,100	// Guildsman_Recruiter
5337,73,100	// Party_Recruiter_Hat
5338,507,100	// Bf_Recruiter_Hat
5339,507,100	// Friend_Recruiter_Hat
5346,507,100	// Gf_Recruiter_Hat
5352,73,100	// Poporing_Cap
5356,384,100	// Pumpkin_Hat_H
5359,73,100	// J_Captain_Hat
5360,73,100	// Whikebain_Ears
5361,73,100	// Gang_Scarf
5362,73,100	// Ninja_Scroll
5371,73,100	// Hat_Of_Judge
5383,73,100	// Hunting_Cap
5387,73,100	// Neko_Mimi_Kafra
5389,73,100	// Angel_Spirit
5395,73,100	// Tiraya_Bonnet
5403,73,100	// Fish_In_Mouth
5428,475,100	// Bread_Bag1
5451,475,100	// Dragonhelm_Gold
5452,475,100	// Dragonhelm_Silver
5453,475,100	// Dragonhelm_Copper
5457,73,100	// Spring_Rabbit_Hat
5476,73,100	// Hairband_Of_Grandpeco
5479,65,100	// Shaman's_Hair_Ornament
5480,65,100	// Bizofnil_Wing_Deco
